iso3,category,category_name,type,type_name,variable,value,units,data_type,source
AGO,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,6.999775090228984e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BIH,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BIH,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BLZ,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,0.0022537525218792992,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BLZ,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,1.6424006687197477e-4,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BLZ,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,0.005195252754804632,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,0.007618503144733697,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,1.7769616436224528e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,0.008968503528704992,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,0.008403093267377955,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BLZ,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BLZ,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BLZ,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BLZ,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,8.784384558294376e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRA,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,2.278203385121797e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,2.8658494412833447e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRA,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,8.026182684191743e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,1.49461875228662e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,4.419022029839299e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,1.7769688433048505e-7,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,6.487130501088082e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,4.9295960543451203e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,2.897950550428803e-8,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRA,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,3.308295555757421e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,1.6088681237266575e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
BRA,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRA,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,1.532800372709065e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,1.0957338639455782e-4,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,2.5673369135082604e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,2.6139166064139943e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,5.339143838678328e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,1.263731778425656e-7,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,4.4732037551020406e-4,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRB,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRB,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRB,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,1.3731408639455783e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRN,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,1.973114954764768e-4,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRN,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,4.6230668102282966e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRN,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,2.1514011367021488e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,2.4448287069508237e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,5.4924225044854406e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
BRN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CAN,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,1.6369830408122425e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,1.4354010364654842e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,6.142236233463676e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,2.0718612579706146e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,5.651825065272148e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,4.1397385896873074e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,1.0790944052416667e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,2.2803363023725957e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,9.763335563702275e-9,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CAN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,4.0340634511643724e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CAN,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,1.4048435196251652e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CAN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CAN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,1.7543148885270165e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHL,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,3.258004797454534e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHL,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,1.2469492148416611e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHL,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,3.5380427908413947e-4,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,9.05761816012201e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,2.8373102377893787e-4,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,7.192352326168044e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHL,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CHL,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,9.682402087919204e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHL,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CHL,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,1.506323567491217e-7,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,3.151532928688489e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,1.2641944167822354e-8,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,4.008559047738956e-7,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,1.0715501226799404e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,4.226976045841666e-7,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,6.63264280909035e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,1.3606073406715817e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,4.5522137286677286e-7,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,7.807948526508251e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,2.0239702623816124e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CHN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,2.5230732028513853e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,4.034224490296779e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,6.512438851472073e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CHN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CIV,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,7.60711325399355e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,1.986358493706898e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CIV,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,4.954548805189513e-6,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_gdp,7.638654175044956e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_gdp,1.9693351341162945e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_gdp,1.9632420251196932e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_gdp,4.393984464667506e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_gdp,1.5233018148914175e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CIV,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_gdp,4.993164164394893e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,C,Ambiguous,C1,Fisher assistance,subsidies_per_gdp,2.1522400896622337e-7,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CIV,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_gdp,0,2018 US$/2018 US$,Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
CIV,C,Ambiguous,C3,Rural fisher communities,subsidies_per_gdp,9.574891601643648e-6,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CMR,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,1.3268185922008907e-4,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
CMR,A,Beneficial,A2,Fishery research and development,subsidies_per_gdp,1.5761020369026948e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
CMR,A,Beneficial,A3,Marine protected areas,subsidies_per_gdp,3.814789177771405e-5,2018 US$/2018 US$,Modeled,Sumaila et al. (2019); World Bank WDI database
